"","X","id","text","geo","description","likes","retweet_counts","lang","length"
"1047",2080,1575182982746624000,"RT @Jasamgurlie: A young heir, barely 10 yrs old threatening a child is “cheeky” but a grown biracial black woman sending emails of an itin…","Florida, USA","A New Tribe
A New Community 
A New Legacy","1",140,"en",1
"1048",2082,1575182908125388800,"RT @DrHannah: I just read the Allison Pearson article. It's as offensive as you might expect but the fact that such ableism is published in…","","New Scot.

No time for gammons, racists, brexshitters, far right idiots or anyone that doesn’t take pride in wokeness.
Never trust a flag shagger","1",14,"en",1
"1049",2084,1575182884562173952,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","Your mind. Rent free. ","Respect Women's Boundaries.

Same SEX Attracted!

#LGBWithoutTheT is how this is gonna end, I can promise that. The divorce is already in motion 😉","1",817,"en",1
"1050",2088,1575182827330895872,"RT @r07613449: @markmaycot That interviewer should be ashamed of herself. This is a 16 year old girl trying to do the right thing. What a b…","Madrid","Offence can only be taken,not given. Mainly sarcasm.2nd account. Brexit, MAGA. Unjabbed attention seeker. Chewing the facts. I don’t care what you think of me.","1",1,"en",1
"1051",2089,1575182817763344384,"RT @David_Avichai: @ActorJEA3 @WWonTwit @JoJoFromJerz Smells like a lot of bull crap, toxicity, &amp; the tears of a whining loser.  It’s a com…","","","1",2,"en",1
"1052",2091,1575182800654807040,"RT @godsflaw: Understanding the PSM:

Your kid jams their hand in the cookie jar, and you replace the cookie every damn time until they are…","Las Vegas","full spank dev @spankchain","1",3,"en",1
"1053",2093,1575182777859084288,"RT @BeeWilde2: @GBNEWS @katienicholl #Diana will always be remembered as a complicated woman who did show genuine compassion for others. VE…","Beautiful earth the Lord Made","There is only one race and it is call HUMAN race. Even though I am mix race I am HUMAN. Love everyone for all the good they do, Call them out when they are mean","1",7,"en",1
"1054",2094,1575182766681255936,"RT @serinaalderson: y’all upper classman think y’all can bully #pvamu26 and that’s yalls probably oh cause MY CLASS we gonna step 😂 call it…","","htx📍 PVAMU 26’💜💛 👩🏾‍❤️‍💋‍👩🏾 Instagram _.miiyaaa","1",10,"en",1
"1055",2095,1575182759718703104,"RT @gomezgrandehug: Hailey rhode Baldwin Bieber is the definition of a plastic Barbie bully. And she is so obessed &amp; jealous of Selena it’s…","Pretoria, South Africa","content. 
Simply Aquarius.🤍
Herbalife Distributor |wellness coach|                     
Composite magazine ambassador🤍","1",17,"en",1
"1056",2098,1575182708338458624,"RT @DrDoyleSays: A LOT of what we do might be driven by our desire to be the exact OPPOSITE of anyone who abused or bullied us-- but it's S…","","Psychic, Occultist, Artist, Cancer Survivor, Extreme Weight Loss Champion, Living with Digestive Failure 🥄","1",39,"en",1
"1057",2100,1575182645348413440,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","","Chica fantasma 👻
mexicana 🇲🇽
dibujante 🎨
intentó de escritora 🖨️
¡Bienvenidos a mi pequeño rincon en el inframundo! ✨

https://t.co/V8FUkIrVlv
ht","1",265,"en",1
"1058",2103,1575182623676452864,"RT @yvarieeee: i know there will be a time that those immature antis would come at our girls, test our patience and leave us no choice but…","","","1",1,"en",1
"1059",2109,1575182537076355072,"RT @mydaoying960201: @Tenisbabie so he can’t joke around with your fave, but your fave can joke around with him. Is he an object for people…","","💚kim doyoung💚 only","1",17,"en",1
"1060",2110,1575182503526092800,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","Taiwan","Taiwan NFTplayer","1",2955,"en",1
"1061",2112,1575182419866501120,"RT @GBBranstetter: Grown adults being very upset the students of Virginia aren't going along with their plan to bully the students of Virgi…","N/A","Male, learning how to draw. Pagan. The A in LGBTQA=Asexual #LGBTACritter #blacklivesmatter #standwithBelarus","1",288,"en",1
"1062",2115,1575182360672608256,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","Taunton Somerset England","","1",113,"en",1
"1063",2116,1575182346222911488,"RT @DoctorAyo_: Doyin and her army currently trending number 1 in Nigeria over all political trends. This is enough to let y'all know that…","","","1",70,"en",1
"1064",2117,1575182335036641280,"RT @ClaireC79034900: @HRHDukeThomas I notice there are no books written about Kate.  I one of the reason being  her achievements could be w…","","I`m into constant self development,fun loving,keeping fit and making the world better place than when I found it.","1",6,"en",1
"1065",2121,1575182253860147200,"RT @SwetaMSTJ: Wat kind of fans bully his frnd for dropping a comment on his ig post? Seriously you all need to stop interfering in his per…","","","1",15,"en",1
"1066",2123,1575182236819017728,"RT @BeeWilde2: @victoriaarbiter @RoyalFamily @GCHQ @KensingtonRoyal @ukhomeoffice @trussliz #ModusOperandi: When #MeghanMarkle doesn't get…","","I love the Royal Family, especially William and Catherine.  My Bulldog, Iggy is my profile picture.","1",4,"en",1
"1067",2130,1575182128786309120,"RT @BanikMayukh: #SuryakumarYadav
#INDvsSA 
Difference between an IPL bully and a selfless player who only keeps his team at his 1st priori…","","","1",4,"en",1
"1068",2131,1575182108007407616,"RT @Olawunmii_: You thought Sheggz was going to come out and get overshadowed by your hates and that not happening, na wetin Dey pain una b…","Pumula south","Half savage_💥❤","1",99,"en",1
"1069",2133,1575182087644418048,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","Ketterdam","Probably crying over fictional characters (again)","1",265,"en",1
"1070",2135,1575182065644904448,"RT @Canellelabelle: You #katienicholl need to hang your head in shame. If you need to write a clickbait hit piece on a 9 year old child at…","Miami","Social Commentary ☕ 🇬🇧 dad & 🇧🇼 mum Raised in USA, UK & Botswana","1",189,"en",1
"1071",2141,1574473491155394560,"RT @KitKat67179082: @campavestudios @TeamYouTube @Youtube @YoutubeLegal @SusanWojcicki @TrustedFlaggers 
This is how #NatashaCooper and her…","","","1",32,"en",1
"1072",2163,1572265444727488512,"RT @quilldly: Ike in kouhai's stream: super chats are free
Ike bullyed by free supas in his own stream: https://t.co/2Mvo6vdUTY","机の下","20↑腐🌈EN周辺B済み
らくしえむ、のくてぃくす、⚡🐏推し
🦊右（寄り）
夢は1ミリもありません
にょた絵は見れてもにょた小説は無理（自衛します）
基本どんなカプも好き！
自分用
#Foxakuma  #Psyborg   #shusta  #sonnyban  #Rensta #Artchivist","1",54,"en",1
"1073",2164,1572263871435636736,"RT @quilldly: Ike in kouhai's stream: super chats are free
Ike bullyed by free supas in his own stream: https://t.co/2Mvo6vdUTY","","อยากคลั่งรักมิสต้าอย่างพอประมาณ แต่ทำไม่ได้「21」 🦊🧡🥹✨ TH | JP | EN","1",54,"en",1
"1074",2165,1572263868180869120,"RT @kaho_sachin_se: @ak_pandey_ajay @PankajSinghBJP @dr_maheshsharma @narendramodi @Supertechltd @Joginde05957128 @NareshN61712382 @RISENOI…","Capetown, Sector-74, Noida","#Capetown #Supertech,  Sector-74, #Noida Residents handle.
Tag us if you want us to Retweet but not confirmed  
FBpage: https://t.co/OpQt2Pd4Lu","1",5,"en",1
"1075",2167,1572263865051914240,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Europe","","1",1645,"en",1
"1076",2168,1572263847498506240,"RT @MawandaAllan10: @emmytargaryen Am eyeing all the Charities in the pretext of Anti Bullying and Mental Health in the UK @mentalhealth @A…","South Africa","","1",11,"en",1
"1077",2171,1572263802015518720,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","pueden decirme beam, y eso :v","1",4364,"en",1
"1078",2172,1572263790158270464,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Only Hatred, Rage and Lust, so much lust...

I must share the horny to all!!! 

*Kids go away* 🔞","1",4364,"en",1
"1079",2173,1572263786806902784,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","","","1",1008,"en",1
"1080",2174,1572263775193137152,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","earth","","1",1008,"en",1
"1081",2175,1572263773796446208,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Canada","🏳️‍⚧️🏳️‍🌈 - She/Her - Enjoyer of Pokémon - may retweet suggestive art! - profile pic art by my friend @Zimmly - banner art by @/bombynx280 on insta","1",4364,"en",1
"1082",2177,1572263739990196224,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Волгоград","Гик, обзорщик и просто обычный парень.
YouTube: https://t.co/rYAqcN79tg
ВК: https://t.co/EotWhu8T5L
Группа в ВК: https://t.co/Z9HqXESxud","1",4364,"en",1
"1083",2178,1572263700979130368,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","","","1",1645,"en",1
"1084",2179,1572263687045672960,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","South Africa","Tsonga😉💯

Manchester United ❤","1",128,"en",1
"1085",2181,1572263669756469248,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","London","Magnets bitch! 'Starmerbanana' he/him","1",1645,"en",1
"1086",2182,1572263664476106752,"RT @MademoiselleSLH: ⚠️ Accounts to report on IG.

Report each post for violence, click violent threat. Report whole account for bullying a…","한국","#SEUNGRI | #BibleBuild #ไบเบิ้ลบิว #ฟองอากาศของไบเบิ้ลบิว | #gangsTa #ta_nannakun","1",81,"en",1
"1087",2183,1572263658016866304,"RT @knicks_tape99: They better put heat bullying him for 4 quarters in this doc","Middle of the Multiverse","I'm not on the outside looking in, not on the inside looking out. I'm in the DEAD FUCKING center looking around. Retweets are not necessarily endorsements.","1",60,"en",1
"1088",2185,1572263609559879680,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","Troon","","1",1008,"en",1
"1089",2193,1572263572834492416,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","Ahmedabad City, India","Retired TopCop Gujarat, a proud member of indigenous community of India. RTs not endorsement.","1",255,"en",1
"1090",2194,1572263572306300928,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","He/Him","Siempre que observo el cielo estrellado en la noche tengo miedo de caer en él.
ㅤ
If there are storms, there are stars too.","1",4364,"en",1
"1091",2198,1.572263549271e+18,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","United States","I write fetish stories. Mostly of the fart fan fiction variety. Check em’ out if you’re a sick doggo like me~ 😉","1",4364,"en",1
"1092",2200,1572263537380302848,"RT @ReddyNaveenn: @AmyMek Hindus globally r not willing to take this BS. Enough of this bullying. Resistance to this religious bigotry has…","","Indian Army Veteran. Against terrorism.Against fanaticism.
 If you do not follow back,I will unfollow https://t.co/JiyamR3Chi DM please.","1",2,"en",1
"1093",2201,1572263521299369984,"RT @XaDodge: With the release of Nova Scotia's Intimate Image and Cyber-Protection Act review, a reminder that my review of the CyberScan u…","Halifax / Kjipuktuk","A recurring gathering of scholars in Halifax, NS, interested in the social study of law. Casually discussing theory, methods, projects. Convener: @JoshuaDMShaw.","1",7,"en",1
"1094",2202,1572263513770295296,"RT @knicks_tape99: They better put heat bullying him for 4 quarters in this doc","Atlanta, GA","☭

he/him","1",60,"en",1
"1095",2203,1572263491985104896,"RT @natalie_eilbert: Children of color in Wisconsin have been diagnosed with anxiety and depression at far greater rates than white childre…","Oshkosh, WI","Editor of @onwnews and @fdlreporter as well as NE Wisconsin's ""Streetwise"" biz team for @USATODAY NETWORK-Wisconsin.
Adventurer. Reader. Swifty.","1",12,"en",1
"1096",2205,1572263484804538368,"RT @Picassoza4: If we really serious about sorting out Eskom, Koko is the man, not De Ruyter and Pravin who should wait for a Cyril Ramapho…","","#PutSouthAfricansFirst...I don't argue with brainless EFF cult members.","1",43,"en",1
"1097",2208,1572263437987717120,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Glasgow ","My beautiful city , STILL YES 💙 Family ❤ Italy 🇮🇹 & Vino🍷#WeAreScotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #ScotlandIsNow 🏴󠁧󠁢󠁳󠁣󠁴󠁿","1",1645,"en",1
